번호,총량지점명,일자,수온(℃),수소이온농도(pH),전기전도도(?S/㎝),용존산소(㎎/L),BOD(㎎/L),COD(㎎/L),부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s)
2357,초강A,2019.12.12,3.8,8.2,212,14.8,0.7,2.9,0.8,2.408,0.01,2.1,1.355
2358,초강A1,2019.12.12,3.2,8,190,13.2,0.5,2.2,0.3,3.039,0.024,1.2,0.102
2359,길산천2,2019.12.16,5.8,7.9,397,12.3,1.6,6,10.5,3.881,0.052,3.9,
2360,논산A1,2019.12.16,5.4,8.2,153,13.7,0.4,2.1,0.3,2.938,0.007,0.9,0.311
2361,논산A2,2019.12.16,6.8,7.7,206,12.5,0.5,2.7,2.7,3.888,0.043,1.1,0.193
2362,논산A3,2019.12.16,7.3,7.8,247,15.3,0.6,2.9,2.1,3.783,0.064,1.2,0.333
2363,산북천,2019.12.16,7.1,8.2,559,10.2,5.1,8.2,22.7,9.628,0.827,5.6,
2364,금본A,2019.12.17,5.1,8.3,193,13.9,0.6,2.4,2.5,3.493,0.015,1.4,3.371
2365,금본B,2019.12.17,9.9,7.7,115,11.5,0.5,4,0.9,1.331,0.011,1.9,13.092
2366,금본B1,2019.12.17,5.3,7.9,236,12.9,0.5,3.2,0.7,3.608,0.01,1.4,0.643
2367,금본B2,2019.12.17,5.9,7.9,106,12.3,0.4,2.6,0.5,2.402,0.006,1,0.33
2368,금본C,2019.12.17,6.4,7.5,129,12.7,0.5,3.9,0.4,1.508,0.01,1.7,2.8
2369,금본C1,2019.12.17,5.9,7.3,177,13.1,0.9,3.1,0.8,2.426,0.01,1.4,2.109
2370,금본D,2019.12.17,6.6,7.4,163,12.9,0.5,3.6,0.7,1.824,0.012,1.7,12.3
2371,금본E,2019.12.17,6.1,7.4,187,12.8,0.5,3.4,0.4,1.978,0.01,1.5,13.121
2372,금본F1,2019.12.17,5.2,8.1,119,12.4,0.5,2.5,1.2,3.053,0.019,1,0.081
2373,금본F2,2019.12.17,7.7,7.1,344,12.1,0.7,3.6,2.2,5.452,0.024,1.6,0.97
2374,보청A,2019.12.17,5.6,7.6,325,13.3,0.7,2.8,0.7,2.77,0.019,1.4,2.158
2375,초강A,2019.12.17,4.8,7.7,208,13.5,0.8,3.1,0.9,2.178,0.013,1.3,1.355
2376,초강A1,2019.12.17,5.2,8.2,191,12,0.5,3,0.4,2.539,0.014,1.3,0.102
2377,갑천A,2019.12.18,11.9,7.1,664,10.2,2.4,8.9,3.4,8.839,0.093,6.2,12.596
2378,금본F,2019.12.18,11.4,7.2,151,7.7,0.6,4.7,1.9,1.255,0.027,2.8,12.486
2379,금본G,2019.12.18,9.7,7.1,353,10.8,1,6.4,3.6,4.559,0.032,3.9,26.547
2380,금본G-1,2019.12.18,10.3,7.4,366,11.7,0.9,5.9,2.2,4.431,0.038,3.7,22.045
2381,금본G1,2019.12.18,6.3,7.1,230,13.3,0.8,3.6,8,2.273,0.052,1.7,0.113
2382,금본G2,2019.12.18,7.4,7.2,411,13.6,2.2,6.8,153,3.532,0.496,2.6,0.318
2383,무심A,2019.12.18,7.3,7.3,294,13.1,1.9,5,4.2,2.575,0.064,2.7,2.147
2384,무심A1,2019.12.18,7.5,7.8,339,14.3,1.3,3.6,3.3,3.247,0.063,1.9,0.817
2385,미호A,2019.12.18,6.2,7.3,600,13.2,1.6,6.2,6.6,4.325,0.048,3.4,3.63
2386,미호A1,2019.12.18,6.7,7.2,641,11.8,7.2,9.3,50.5,7.504,0.38,6,0.9
2387,미호A2,2019.12.18,6.4,7.1,607,13.5,2.8,5.9,5.4,5.591,0.112,3.6,0.426
2388,미호B,2019.12.18,9.7,7.3,688,12.5,2,7.7,3.2,6.692,0.065,5,16.469
2389,미호B1,2019.12.18,7.3,7.2,355,12.4,1.1,4.2,3.7,4.16,0.063,2,0.698
2390,미호B2,2019.12.18,7.4,7.1,294,12.4,1.5,4.6,3.2,3.826,0.043,2.2,0.554
2391,미호B3,2019.12.18,5.8,7.1,323,13.3,2,5.4,2.2,4.848,0.094,2.7,0.118
2392,미호B4,2019.12.18,15.9,7.6,1604,10,3.2,6.8,4.2,19.52,0.047,3.8,1.376
2393,미호C,2019.12.18,8.5,7.4,660,10.9,2.2,7.4,4.4,6.227,0.052,4.7,16.803
2394,미호C1,2019.12.18,8.5,7.3,573,13,1.9,4.5,4,4.241,0.064,2.9,1.039
2395,병천A,2019.12.18,8,7.7,420,15.2,3.5,7.7,6.7,4.746,0.116,4.3,1.249
2396,유등A,2019.12.18,6.7,7.2,380,12.2,0.6,3,1.6,2.671,0.012,1.3,0.69
2397,금본H,2019.12.19,6.8,7.6,537,12.5,1.8,6.5,2.7,5.759,0.045,4.1,38.488
2398,금본H-1,2019.12.19,7.7,7.5,488,13.6,1.2,5.8,2,5.111,0.036,3.9,38.908
2399,금본H1,2019.12.19,5.2,7.7,202,13.9,0.7,3,2.7,2.724,0.026,1.2,0.587
2400,금본I,2019.12.19,7.3,7.4,475,14.4,1.4,5.9,3.7,5.066,0.034,3.3,43.457
2401,금본J,2019.12.19,6,7.6,448,15.7,1.7,5.7,5.1,4.603,0.029,3.7,43.251
2402,금본J1,2019.12.19,5.8,7.9,222,13.1,0.9,4.4,3.8,3.09,0.027,1.9,1.581
2403,금본K,2019.12.19,5.9,8.2,427,18.7,2.7,7.7,12,4.224,0.028,5.4,53.515
2404,금본K1,2019.12.19,5.6,7.5,282,14.8,1.3,4.5,3.2,3.515,0.116,2.1,0.257
2405,금본L,2019.12.19,6.1,8.3,294,14.1,4.7,8.4,46.7,3.616,0.047,6.4,58.06
2406,논산A,2019.12.19,6,7.8,378,14,1.5,4.5,5.7,5.914,0.14,2.3,6.236
2407,대교천2,2019.12.19,6.9,7.5,357,12.6,1.1,5.2,2.6,3.803,0.059,2.2,0.42
2408,석성천2,2019.12.19,6.5,7.3,340,13.3,1.8,6.4,4.7,6.265,0.081,3.4,0.828
2409,갑천A,2019.12.23,10.5,7.5,613,10.4,1.5,7.7,2.4,7.658,0.084,4.9,11.328
2410,금본G,2019.12.23,8.1,7.9,350,12.1,1.1,5.8,4.5,3.921,0.05,3.7,26.19
2411,미호C,2019.12.23,7.1,7.5,660,12.3,2,7.3,3.7,5.915,0.07,4.4,15.522
2412,논산A,2019.12.24,5.3,7.6,397,14,1.4,4.8,5.3,6.019,0.226,2.9,5.765
2413,갑천A,2020.01.06,9.7,7.3,674,11.5,1.6,9.1,2.7,9.219,0.16,6.3,12.544
2414,금본G,2020.01.06,6.7,9.1,403,12.4,1.1,6.2,5.1,4.497,0.068,3.7,26.544
2415,미호C,2020.01.06,5.8,7.4,658,12.8,2.7,7.3,5,6.562,0.095,4.3,13.748
2416,논산A,2020.01.07,4.9,8.2,372,10.6,3.8,6.7,26.9,5.938,0.362,3.7,36.812
2417,금본A,2020.01.13,3.2,7.9,148,13.7,0.5,2.8,1.1,4.042,0.029,1.3,7.684
2418,금본B,2020.01.13,6.7,7.9,114,11.7,0.4,4,0.9,1.54,0.012,2,11.377
2419,금본B1,2020.01.13,2.3,8.4,144,14.2,0.5,3.3,2,2.96,0.029,1.5,1.187
2420,금본B2,2020.01.13,4.2,8.2,99,13.5,0.4,2.5,0.9,3.689,0.026,0.9,
2421,금본C,2020.01.13,4.6,7.7,117,14.1,0.4,3.2,0.9,2.206,0.016,1.6,12.004
2422,금본C1,2020.01.13,3.8,7.7,122,14.2,0.5,2.8,0.6,2.228,0.026,1.5,8.738
2423,금본D,2020.01.13,4.1,7.7,139,14.5,0.6,3.1,2.1,2.584,0.018,1.4,23.173
2424,금본E,2020.01.13,3.9,7.7,192,14.4,0.3,3.3,2.5,2.906,0.017,1.6,29.411
2425,금본F1,2020.01.13,5,8.1,104,13.1,0.4,3.3,0.4,3.855,0.04,1.4,0.4
2426,금본F2,2020.01.13,5.4,7.4,328,13.7,0.5,3.1,1.1,4.557,0.089,1.2,1.256
2427,보청A,2020.01.13,3.9,7.4,234,15.7,0.6,3.4,5.4,3.569,0.034,1.5,7.383
2428,초강A,2020.01.13,3.1,7.5,151,16.6,0.4,3.3,1.5,3.002,0.019,1.8,6.199
2429,초강A1,2020.01.13,3.4,7.9,147,13.8,0.4,2.9,0.4,2.963,0.034,1.5,0.363
2430,갑천A,2020.01.14,8,7.8,434,11.2,1.9,7,3.1,7.332,0.097,4.3,18.808
2431,금본F,2020.01.14,8,7.7,156,8.1,0.8,4.5,1.8,1.344,0.016,2.3,12.577
2432,금본G,2020.01.14,5.8,7.2,291,12.7,0.9,4.8,1.8,4.205,0.046,2.8,33.441
2433,금본G-1,2020.01.14,6.7,7.4,293,12.8,0.9,5,1.6,4.639,0.05,2.6,28.79
2434,금본G1,2020.01.14,2.6,8,201,13.3,0.7,2.2,1.4,2.663,0.049,1.1,0.158
2435,금본G2,2020.01.14,4.7,7.3,354,12.5,0.8,3.2,5.9,3.384,0.086,1.6,0.412
2436,무심A,2020.01.14,3.2,7.5,276,13.4,1.8,4.7,3.8,2.998,0.085,2.6,2.792
2437,무심A1,2020.01.14,4.1,7.5,270,12.8,0.7,2.8,1.4,3.144,0.082,1.5,1.254
2438,미호A,2020.01.14,3,7.4,414,13.7,1.2,5.2,4.8,4.163,0.081,2.9,6.113
2439,미호A1,2020.01.14,2.8,7.4,609,14.1,3.3,5.6,3.8,6.035,0.181,3.5,0.765
2440,미호A2,2020.01.14,3.3,7.4,524,13.4,1.8,4.7,9.5,5.914,0.165,2.7,0.52
2441,미호B,2020.01.14,6,7.4,506,12.2,1.6,6,4.7,5.961,0.098,3.7,23.474
2442,미호B1,2020.01.14,3.7,7.5,306,13.8,0.9,4,5.1,4.178,0.106,2.3,1.542
2443,미호B2,2020.01.14,3.6,7.6,237,13.7,1.6,4.3,21.8,3.884,0.065,2.2,0.943
2444,미호B3,2020.01.14,4,7.6,282,14.4,1.3,4.5,1.1,5.073,0.11,2.5,0.235
2445,미호B4,2020.01.14,14.6,7.1,1763,8.4,3.1,6.4,3,15.728,0.057,4.3,1.589
2446,미호C,2020.01.14,4.9,7.3,493,12.8,2.3,5.7,4.6,5.837,0.096,3.5,25.713
2447,미호C1,2020.01.14,4.8,7.3,430,12.1,2.9,4.9,1.7,3.709,0.073,2.8,2.09
2448,병천A,2020.01.14,3.8,7.6,301,13.5,2.9,5.5,4.7,4.307,0.098,3.1,3.608
2449,유등A,2020.01.14,4.3,7.8,299,12.2,0.4,2.3,0.8,4.261,0.024,1,2.724
2450,금본H,2020.01.15,4.4,7.4,416,11.4,1.1,5.4,3,4.924,0.084,3.1,57.387
2451,금본H-1,2020.01.15,4.5,7.6,358,12.5,1,4.8,2.1,4.276,0.069,3,58.472
2452,금본H1,2020.01.15,2.7,7.6,153,13.4,0.4,2.8,20.3,2.56,0.056,1.2,1.229
2453,금본I,2020.01.15,4.5,7.4,344,12.6,1,5,3.1,4.493,0.064,2.8,69.443
2454,금본J,2020.01.15,4.9,7.4,277,10.6,1.1,5.2,5.6,4.221,0.081,2.5,74.144
2455,금본J1,2020.01.15,2.9,8.3,173,13.9,0.5,2.9,0.1,3.774,0.043,1.7,3.164
2456,금본K,2020.01.15,4.7,7.5,225,13.6,2.1,6.9,26.7,3.779,0.142,4,93.417
2457,금본K1,2020.01.15,3,7.9,263,15,0.6,3.1,2.4,3.839,0.124,1.7,0.373
2458,금본L,2020.01.15,4.6,7.6,351,12.7,1.9,7.3,12.5,4.106,0.11,4,100.874
2459,논산A,2020.01.15,4.3,7.5,242,13.9,0.9,4.6,4.1,3.451,0.111,2.4,12.753
2460,대교천2,2020.01.15,3.7,7.7,278,13,0.9,3.5,3.3,4.005,0.092,2,1.085
2461,석성천2,2020.01.15,3.1,7.8,304,14,0.8,4.2,3.1,4.508,0.132,2.5,1.496
2462,길산천2,2020.01.16,3.9,8,305,15.5,1.5,5.9,9.5,3.29,0.141,3.8,
2463,논산A1,2020.01.16,4.5,7.5,128,13.4,0.4,1.5,0.1,3.284,0.015,1,1.68
2464,논산A2,2020.01.16,5.4,7.7,173,12.8,2.8,4.3,50.6,3.896,0.105,2.8,0.322
2465,논산A3,2020.01.16,3.6,7.9,211,14.3,0.5,3.3,0.5,3.13,0.086,1.8,0.74
2466,산북천,2020.01.16,4.7,8.2,352,13.9,2.6,6.8,16.5,5.464,0.488,4.6,
2467,갑천A,2020.01.20,8.1,7.2,561,10.2,1.7,7,2.9,8.022,0.11,4.9,11.478
2468,금본G,2020.01.20,6.4,7.2,341,13.3,0.8,5.5,2.9,4.682,0.052,3.5,25.774
2469,미호C,2020.01.20,5.4,7.6,575,13.4,1.9,5.9,5.1,6.143,0.084,3.9,18.844
2470,논산A,2020.01.21,4.5,7.1,316,14.8,1.2,4.3,4.5,4.458,0.15,2.2,9.202
2471,길산천2,2020.01.28,6.4,7.8,341,12,1.5,5.1,16.3,2.91,0.147,3.3,
2472,논산A1,2020.01.28,6.9,7.8,138,13.3,0.6,1.9,0.4,2.592,0.012,1,0.656
2473,논산A2,2020.01.28,8.9,7.5,197,11.7,1.8,6.4,149,3.957,0.197,2.9,0.26
2474,논산A3,2020.01.28,6.5,8.4,210,14.6,1,4.3,2.6,3.04,0.112,2.1,0.444
2475,산북천,2020.01.28,7.6,7.9,408,11,3.9,7.3,34.7,5.671,0.781,4.6,
2476,갑천A,2020.01.29,11.8,7.4,607,11.2,3.8,8.6,5.2,7.498,0.174,6,11.063
2477,금본F,2020.01.29,7.1,7.4,136,10.9,0.3,4.5,1.2,1.484,0.036,2.5,12.267
2478,금본G,2020.01.29,9.5,7.7,327,13.8,0.9,7.6,2.8,4.553,0.078,4.3,24.888
2479,금본G-1,2020.01.29,8.9,7.6,347,13.8,1.5,5.8,2.6,4.941,0.096,3.2,19.043
2480,금본G1,2020.01.29,6.7,7.8,209,12.7,0.9,3.1,1.8,1.873,0.068,1.6,0.125
2481,금본G2,2020.01.29,8.7,8.3,353,14.3,1.3,3.2,1.7,2.698,0.1,1.9,0.279
2482,무심A,2020.01.29,6.7,7.5,304,12.8,2.2,4.9,4.6,2.504,0.14,3.1,2.44
2483,무심A1,2020.01.29,7.4,7.9,293,12.9,1.3,3.7,2.8,2.706,0.115,2.1,0.732
2484,미호A,2020.01.29,6.1,7.7,538,12.9,2,5.9,10.9,4.399,0.171,3.6,3.63
2485,미호A1,2020.01.29,6.6,7.5,623,13.7,5.8,7.7,3.9,7.667,0.343,5,0.642
2486,미호A2,2020.01.29,7.1,7.5,558,12.6,2.3,5.1,18.8,5.757,0.259,3.2,0.367
2487,미호B,2020.01.29,9.9,7.5,605,11,2.9,7.2,4.7,6.944,0.114,4.4,19.386
2488,미호B1,2020.01.29,7.6,7.5,315,12.6,1.4,3.6,3.5,3.409,0.122,2.2,0.819
2489,미호B2,2020.01.29,7.3,7.6,269,13,1.9,3.7,3.4,3.221,0.101,2.3,0.492
2490,미호B3,2020.01.29,7.7,7.5,303,13.9,2.1,4.9,2.1,4.515,0.174,2.9,0.158
2491,미호B4,2020.01.29,17.3,7.2,1786,8.7,3.4,5.6,3.2,17.256,0.12,4.2,1.391
2492,미호C,2020.01.29,9,7.5,594,11.7,3.8,7.1,8.1,5.988,0.112,3.9,17.22
2493,미호C1,2020.01.29,8.3,7.7,514,12.5,3.5,5,2.5,3.669,0.155,3,1.343
2494,병천A,2020.01.29,8.2,7.6,349,13.4,1.6,5.7,4.2,5.442,0.256,3.4,2.053
2495,유등A,2020.01.29,7,8,322,12.8,0.3,2.4,0.5,3.707,0.034,1.2,1.071
2496,금본H,2020.01.30,8.4,7.7,479,12,2,6.5,4.4,5.733,0.118,3.7,45.811
2497,금본H-1,2020.01.30,8.8,7.4,468,10.3,1.5,5.9,3.3,4.887,0.095,3.2,46.338
2498,금본H1,2020.01.30,8.3,8.2,189,13.3,0.9,2.9,1.3,2.201,0.077,1.3,0.598
2499,금본I,2020.01.30,7.5,7.7,428,11.9,1.9,6.1,6,4.432,0.111,3.1,51.145
2500,금본J,2020.01.30,7.2,7.3,434,13.7,2.4,6.4,9.1,4.175,0.119,3.8,45.192
2501,금본J1,2020.01.30,5.9,7.8,202,13.4,0.9,3.4,1.7,2.748,0.055,,1.852
2502,금본K,2020.01.30,5.8,7.9,376,13,3.2,6.3,12.6,4.21,0.117,4,54.863
2503,금본K1,2020.01.30,6.9,7.8,279,14.9,1,3.5,2,3.746,0.137,2,0.291
2504,금본L,2020.01.30,5.7,7.8,250,13.6,2.6,7.2,10,3.633,0.137,3.9,60.268
2505,논산A,2020.01.30,6.4,7.5,292,12.1,2,5.2,6.9,3.964,0.165,2.4,5.027
2506,대교천2,2020.01.30,10,8.4,321,14.5,1.6,4.5,4.9,3.86,0.163,,0.527
2507,석성천2,2020.01.30,7.4,7.6,322,14.9,1.7,5.5,8.9,3.794,0.195,,1.211
2508,금본A,2020.01.31,5.7,7.9,215,14.8,0.6,4.1,2.6,3.791,0.078,2.2,6.741
2509,금본B,2020.01.31,6.4,7.3,117,13.3,0.3,4.2,1.1,0.824,0.027,2.1,11.411
2510,금본B1,2020.01.31,4.6,8.4,192,14.6,0.8,3.4,1.6,2.327,0.049,1.6,0.985
2511,금본B2,2020.01.31,5.7,8.1,99,13,0.5,2.4,0.8,2.532,0.029,1.2,
2512,금본C,2020.01.31,6.4,7.7,130,13.1,0.4,4,1.1,1.519,0.032,1.9,11.446
2513,금본C1,2020.01.31,6.1,8,145,13.9,0.8,2.9,1.2,2.006,0.046,1.6,7.198
2514,금본D,2020.01.31,6.1,7.6,144,12.7,0.5,4,2.5,1.784,0.037,2.1,21.257
2515,금본E,2020.01.31,6.2,7.8,152,12.8,0.7,3.9,2.1,1.876,0.038,2.1,23.175
2516,금본F1,2020.01.31,5.2,7.3,95,13.5,0.4,2.2,0.5,2.453,0.033,1.3,0.216
2517,금본F2,2020.01.31,7,7.7,341,14,1.6,2.8,0.7,4.555,0.06,1.6,0.81
2518,보청A,2020.01.31,6.9,7.6,289,12.7,0.7,3.7,1,2.767,0.052,1.8,3.212
2519,초강A,2020.01.31,6.2,7.7,162,13.1,0.8,4.1,1.8,1.793,0.037,2.1,4.297
2520,초강A1,2020.01.31,5,7.9,153,12.5,0.5,3,0.5,2.189,0.031,1.6,0.274
2521,갑천A,2020.02.03,11.7,7.5,593,12.2,2.6,8.7,5,8.831,0.109,5.8,10.802
2522,금본F,2020.02.03,7.1,7.2,161,9.8,0.6,4.3,1.2,1.419,0.013,2.7,12.607
2523,금본G,2020.02.03,7.2,7.7,332,12.8,1.1,5.4,3.4,4.168,0.04,3.5,24.887
2524,금본G-1,2020.02.03,7.5,7.6,337,13,1.2,5.6,2.6,4.371,0.038,3.2,22.859
2525,금본G1,2020.02.03,3.8,7.8,214,13.3,0.6,2.3,0.8,1.948,0.026,1.2,0.114
2526,금본G2,2020.02.03,8.1,8.4,344,15.3,1.3,3.1,2.2,2.678,0.053,1.8,0.283
2527,무심A,2020.02.03,5.1,7.5,276,14,1.9,4.9,3.1,2.301,0.061,2.8,2.49
2528,무심A1,2020.02.03,5.9,8.1,291,13.4,1.4,3.7,2.4,3.167,0.067,1.9,0.707
2529,미호A,2020.02.03,4.1,7.8,621,13.8,5.2,7.6,11.1,4.658,0.066,4.2,2.882
2530,미호A1,2020.02.03,4.9,7.9,575,10.9,4.5,6.4,5,6.048,0.135,3.7,0.573
2531,미호A2,2020.02.03,5.6,7.7,448,11.5,2.5,5.1,3.3,5.498,0.127,2.7,0.519
2532,미호B,2020.02.03,8.5,7.5,665,11.6,2.5,7.7,3.4,7.397,0.11,5,19.117
2533,미호B1,2020.02.03,5.9,7.9,318,10.5,1.1,3.4,8.6,3.155,0.069,2,0.787
2534,미호B2,2020.02.03,5.2,8,284,11.5,2.2,4.9,2.5,3.361,0.04,2.7,0.469
2535,미호B3,2020.02.03,6.2,7.8,310,13.1,1.7,4.5,1.7,4.507,0.065,2.6,0.156
2536,미호B4,2020.02.03,15.7,7.4,1786,9.2,3.3,5.6,2.8,16.556,0.039,3.8,1.319
2537,미호C,2020.02.03,7.2,7.4,637,11.5,2.5,6.8,3.6,6.325,0.064,4.2,15.455
2538,미호C1,2020.02.03,6.9,7.7,539,13,4.1,6.9,2.2,4.106,0.051,3.9,1.185
2539,병천A,2020.02.03,5.3,7.5,340,14.8,1.1,5,2.3,4.492,0.082,2.9,2.132
2540,유등A,2020.02.03,5.3,7.9,295,14.6,0.6,2.4,0.8,3.019,0.008,1.4,0.856
2541,금본H,2020.02.04,5.5,7.8,495,13.6,1.9,6.3,2.7,5.706,0.054,4.2,43.371
2542,금본H-1,2020.02.04,6,7.5,473,12.4,1.2,5.9,1.7,4.797,0.056,3.4,43.808
2543,금본H1,2020.02.04,4.4,7.9,189,14.7,0.8,2.7,0.6,2.27,0.021,1.2,0.481
2544,금본I,2020.02.04,6.3,7.7,447,13.4,1.8,5.9,4.6,4.32,0.03,3.7,48.445
2545,금본J,2020.02.04,7.1,8.1,413,14.5,3.3,7.2,11.9,4.221,0.032,4.2,47.449
2546,금본J1,2020.02.04,3.5,7.9,200,13.3,1.2,3.5,1.5,2.803,0.022,1.8,1.559
2547,금본K,2020.02.04,5.5,8.2,404,14.8,3.3,7,14.2,4.405,0.044,4.4,56.212
2548,금본K1,2020.02.04,2.7,8.1,290,12.1,1.8,3.6,2.4,3.094,0.097,2,0.289
2549,금본L,2020.02.04,5.7,8.6,251,15.6,3.5,7.9,16,3.699,0.05,4.6,60.47
2550,논산A,2020.02.04,6.1,8,383,13.6,2.9,6.3,10,5.01,0.178,3.3,4.99
2551,대교천2,2020.02.04,6.8,8.5,308,15.8,1.7,3.8,2,3.582,0.126,2.1,0.437
2552,석성천2,2020.02.04,4.9,8,329,13.6,2,4.8,4.3,4.149,0.09,2.5,0.777
2553,길산천2,2020.02.05,5.1,7.9,352,14.4,2.1,5.1,12.5,2.881,0.06,3.6,
2554,논산A1,2020.02.05,4.7,7.9,138,14.6,0.4,2.3,0.5,2.515,0.012,0.9,0.426
2555,논산A2,2020.02.05,4.9,7.6,165,14.1,1.7,7.2,132,3.771,0.059,2,0.165
2556,논산A3,2020.02.05,2.9,8.4,232,14.5,1,3.5,3.5,3.247,0.043,1.7,0.399
2557,산북천,2020.02.05,4.4,7.9,490,15.1,5.8,10.8,31.5,6.553,0.568,7,
2558,금본A,2020.02.06,1,8,182,15.9,0.7,3.1,0.7,3.931,0.019,1.6,4.229
2559,금본B,2020.02.06,4.8,7.5,120,13.7,0.6,4.1,1,1.41,0.011,2.1,10.083
2560,금본B1,2020.02.06,0.3,8,201,16,1.7,3.7,3.9,2.955,0.022,1.8,0.719
2561,금본B2,2020.02.06,1.4,8,96,15.5,0.4,2.1,0.5,2.67,0.01,1,
2562,금본C,2020.02.06,2.9,7.9,125,15.3,0.6,3.6,1.1,1.894,0.016,2,6.571
2563,금본C1,2020.02.06,1.6,7.9,151,15.6,0.8,3,0.5,2.517,0.016,1.4,2.446
2564,금본D,2020.02.06,2.2,7.8,144,15.2,0.7,3.4,1.6,1.958,0.011,1.7,16.056
2565,금본E,2020.02.06,2.2,7.9,155,14.8,0.6,3.5,1.7,2.268,0.011,1.9,18.387
2566,금본F1,2020.02.06,2.1,7.5,99,14.7,0.4,2.2,0.5,2.775,0.017,1,0.187
2567,금본F2,2020.02.06,1.8,7.5,357,15.5,0.8,2.4,1.2,4.754,0.034,1.2,0.893
2568,보청A,2020.02.06,1.8,7.8,307,14.8,0.9,3.4,3.6,3.016,0.017,1.9,2.837
2569,초강A,2020.02.06,1.4,7.9,164,14.9,0.8,3.9,0.9,2.265,0.011,2,2.421
2570,초강A1,2020.02.06,0,8.3,161,14.7,0.7,3.1,6.3,2.537,0.012,1.6,0.163
2571,길산천2,2020.02.10,5.5,8,362,13.2,2.1,5.4,12.3,2.709,0.07,3.8,
2572,논산A1,2020.02.10,5.6,8.2,142,13.8,0.4,1.9,0.3,2.632,0.004,0.9,0.371
2573,논산A2,2020.02.10,8.3,7.9,194,12.5,2.5,8.7,161,4.026,0.097,1.9,0.147
2574,논산A3,2020.02.10,5.4,8.4,227,15,0.5,2.6,0.5,3.587,0.053,1.2,0.35
2575,산북천,2020.02.10,5.2,8.1,490,13.2,6.4,10.7,19.3,9.98,0.928,6.4,
2576,금본A,2020.02.11,3.1,8,180,16.3,0.4,2.9,1.1,3.878,0.02,1.4,4.242
2577,금본B,2020.02.11,5.7,7.7,120,14,0.4,4.1,0.8,1.561,0.01,2.3,9.853
2578,금본B1,2020.02.11,2.2,8.3,205,13.2,0.7,2.6,0.7,3.107,0.013,1.4,0.633
2579,금본B2,2020.02.11,5,8,92,14.1,0.5,2,0.6,2.664,0.008,1.1,
2580,금본C,2020.02.11,4.6,7.9,127,14.3,0.4,3.6,0.6,2,0.012,1.7,3.297
2581,금본C1,2020.02.11,3.5,7.9,152,15.9,0.9,2.6,0.4,2.632,0.015,1.5,3.348
