번호,총량지점명,일자,수온(℃),수소이온농도(pH),전기전도도(㎛hos/㎝),용존산소(㎎/L),BOD(㎎/L),COD(㎎/L),부유물질(㎎/L),총질소(T-N)(㎎/L),총인(T-P)(㎎/L),총유기탄소(TOC)(㎎/L),유량(㎥/s)
1713,금본F,2012.01.31,5.4,8.1,129,12.3,0.3,3.7,2.6,1.52,0.012,2.5,27.703
1714,금본F,2012.02.07,4.7,7.3,130,12.3,0.7,3.1,2.6,1.618,0.048,2,28.429
1715,금본F,2012.02.14,4.7,6.6,129,11.4,0.8,4.5,1.3,1.64,0.009,2.5,24.606
1716,금본F,2012.02.21,5.1,6.6,128,12.8,0.7,3.9,2.2,1.662,0.027,2.2,24.84
1717,금본F,2012.02.28,4.6,7,137,11.5,1,4.7,2.8,1.742,0.09,3,28.172
1718,금본F,2012.03.06,4.9,7.7,126,12.9,0.7,4.6,2.9,1.81,0.027,2.2,36.6
1719,금본F,2012.03.13,5.1,8.1,158,13.1,0.8,4.7,3.1,1.512,0.008,2.2,35.837
1720,금본F,2012.03.20,5.5,8.4,134,13.5,0.8,3.9,1.7,1.567,0.012,2.3,37.408
1721,금본F,2012.04.03,5.6,8.3,135,15.5,1,4.8,5,2.039,0.265,2.5,43.087
1722,금본F,2012.04.10,7.8,8,130,12.4,0.9,6.1,1.4,1.631,0.005,2.3,60.704
1723,금본F,2012.04.17,7.6,8.2,137,13.1,0.7,4.5,2.1,1.602,0.014,2.6,72.577
1724,금본F,2012.04.24,8.4,7.8,136,14.1,0.7,4.1,1.7,1.716,0.027,2.5,130.611
1725,금본F,2012.05.08,9.1,8.1,141,13.7,1,4.3,2.1,1.733,0.009,2.5,41.591
1726,금본F,2012.05.14,9,7.2,140,13.4,1,4.5,2.7,1.528,0.007,2,27.651
1727,금본F,2012.05.23,9.6,8.5,136,12.2,1,5.2,2.2,1.73,0.006,3.8,28.811
1728,금본F,2012.05.30,9.8,8.6,136,14,1,4.5,2,1.68,0.009,4.1,35.508
1729,금본F,2012.06.11,11.3,6.6,140,11.9,1,3.8,2.7,1.986,0.006,2.9,62.781
1730,금본F,2012.06.20,12.7,8.5,142,11.8,0.7,4.5,2.2,1.68,0.006,2.6,60.801
1731,금본F,2012.06.26,14.7,8.1,140,9.7,0.7,4.6,1.4,1.66,0.011,2.8,63.685
1732,금본F,2012.07.03,14.7,8,144,10,0.7,4.8,2,1.629,0.014,2.6,34.856
1733,금본F,2012.07.09,15,7.3,142,9.6,0.9,4.1,1.8,1.903,0.011,2.6,29.378
1734,금본F,2012.07.18,15.6,7.5,143,10.4,0.7,3.7,1.9,2.275,0.01,2.8,58.522
1735,금본F,2012.07.24,16.4,7.1,139,11.7,1,4,2.4,1.754,0.035,4.6,55.137
1736,금본F,2012.08.06,17.4,7.8,139,13.4,0.9,5.1,2.4,1.907,0.02,3.2,78.03
1737,금본F,2012.08.14,17.2,7.4,141,7.3,0.8,3.7,2.9,1.888,0.057,,
1738,금본F,2012.08.22,20.4,7.6,127,6,0.7,5.2,4.6,2.099,0.038,3.3,237.601
1739,금본F,2012.08.27,23,7.7,120,8.3,1,5.6,5,2.106,0.053,4.6,387.715
1740,금본F,2012.09.03,24.5,7.5,121,9.9,1.3,6.4,5.6,1.717,0.032,4.7,647.9
1741,금본F,2012.09.11,22.1,7.6,101,7.5,0.8,6.2,4.7,2.392,0.035,3.6,232.2
1742,금본F,2012.09.20,21.3,7.8,106,8.7,0.8,6.2,7,1.803,0.041,3.3,397.8
1743,금본F,2012.09.25,19.7,7.8,87,7.8,1,6.6,12.4,1.833,0.038,3.6,237.9
1744,금본F,2012.10.05,19.2,7.8,93,9.2,0.9,6.4,7,1.915,0.041,,
1745,금본F,2012.10.08,19.5,7.4,85,8.1,1.1,6.1,7.6,1.921,0.027,3.5,25.2
1746,금본F,2012.10.16,19,8,89,6,1.1,5.2,5.8,1.814,0.044,4.8,29
1747,금본F,2012.10.22,18.9,6.5,95,7.4,0.9,5.7,4.4,2.003,0.02,3.3,25
1748,금본F,2012.10.31,17.8,7.3,95,9.6,0.8,5.3,3.4,1.623,0.009,3.2,28.2
1749,금본F,2012.11.06,12.4,7.8,103,8.8,1.1,4.8,2.9,1.572,0.025,2.5,33.6
1750,금본F,2012.11.14,15.3,7.6,102,8.9,0.8,4.4,2.3,1.414,0.034,3.1,32.6
1751,금본F,2012.11.19,14.9,6.8,106,8.4,0.7,5.8,2.6,1.654,0.014,2.4,31.4
1752,금본F,2012.11.26,13.1,7.3,115,8.7,0.7,4.7,2.2,1.702,0.016,2.8,32.3
1753,금본F,2012.12.05,11.3,7.5,122,7.9,0.7,4.4,2.5,1.976,0.013,2.6,35.3
1754,금본F,2012.12.10,9.8,7.5,126,9.2,0.8,5.2,2.2,1.468,0.02,2.8,37.8
1755,금본F,2012.12.20,7.9,7.3,125,11.7,0.9,5.1,2.1,1.592,0.01,,
1756,금본F,2012.12.26,6.7,7.6,118,11.5,0.8,7,2,1.547,0.016,,
1757,금본F,2013.01.08,5.5,7.5,120,11.9,0.8,3.4,1.4,1.677,0.009,,
1758,금본F,2013.01.15,5.2,7.8,114,13.1,0.7,3.6,1.3,1.536,0.015,2.2,54.9
1759,금본F,2013.01.21,5.3,7.9,119,13.2,0.8,3.6,3.2,1.497,0.021,3,56.6
1760,금본F,2013.01.30,5.1,7.8,119,11,1,3.7,3.3,1.53,0.007,3.1,136.6
1761,금본F,2013.02.05,4.4,8,117,13.1,0.9,3.4,1.3,1.463,0.013,3.2,118.4
1762,금본F,2013.02.19,3.9,7.9,123,12.3,0.9,4,2,1.675,0.024,3.2,48.8
1763,금본F,2013.02.25,3.9,7.7,126,13.5,0.7,3.9,1.7,1.719,0.019,4.8,48.5
1764,금본F,2013.03.04,4.2,7.8,132,12.9,0.8,3.1,6.1,1.976,0.023,3.1,28.6
1765,금본F,2013.03.13,5.1,7.8,129,12.8,0.8,3.6,2.3,1.778,0.02,2.9,24.9
1766,금본F,2013.03.19,5.1,7.7,132,14,0.9,3.9,2.4,1.774,0.017,3,32.7
1767,금본F,2013.03.25,5,7.8,134,14.9,0.8,3.4,5.1,2.071,0.01,2.9,29.9
1768,금본F,2013.04.03,5.8,7.8,136,11.7,0.8,3.7,2,1.948,0.006,2.8,50.1
1769,금본F,2013.04.09,6,7.6,137,12.4,0.8,5.1,2.3,1.769,0.007,2.9,73.5
1770,금본F,2013.04.15,6.4,7.7,135,12.5,0.8,3.7,1.4,1.64,0.009,2.6,71.5
1771,금본F,2013.04.23,7.2,7.9,136,12.7,0.8,3.6,1.8,1.946,0.026,2.6,73.4
1772,금본F,2013.04.30,8.2,7.9,135,12.8,0.7,4.1,1.6,3.13,0.017,2.7,72.1
1773,금본F,2013.05.06,8.2,7.8,136,12.3,0.9,3.8,1.3,1.714,0.014,2.6,71
1774,금본F,2013.05.14,8.5,7.7,140,11.6,0.8,3.7,1.7,2.224,0.008,3,67.4
1775,금본F,2013.05.20,9.5,7.6,136,11.4,0.8,3.6,1.6,1.96,0.029,2.9,68.4
1776,금본F,2013.05.29,9.7,7.7,137,12,0.9,3.5,2.2,1.752,0.014,3.1,69.9
1777,금본F,2013.06.03,10.7,7.8,138,11.7,0.9,3.7,1,1.839,0.005,2.8,110.8
1778,금본F,2013.06.11,11.8,7.8,138,10.2,0.9,3.9,3.3,1.911,0.008,2.6,108.4
1779,금본F,2013.06.17,13.7,7.9,140,10.6,0.9,3.9,6.9,1.913,0.019,3.2,116.8
1780,금본F,2013.06.26,15.2,7.8,141,11.7,1.2,4.1,1.7,1.814,0.016,2.9,80.7
1781,금본F,2013.07.01,16.4,7.4,141,9.1,1,4.5,2.6,1.768,0.011,2.9,69.6
1782,금본F,2013.07.10,18.2,7.6,143,7.3,0.9,3.9,1.9,1.988,0.01,2.8,91.7
1783,금본F,2013.07.16,18.6,7.4,142,5.8,0.8,3.5,3,1.53,0.026,3,68
1784,금본F,2013.07.22,19.3,7.5,141,7.1,0.9,4,4,2.13,0.02,3.1,43.8
1785,금본F,2013.08.07,20.3,7.5,140,6.5,0.9,4.1,2.6,1.675,0.016,3,40.9
1786,금본F,2013.08.13,20.6,7.1,146,7.6,1,3.5,0.9,1.749,0.021,2.9,
1787,금본F,2013.08.20,21.2,7.4,141,2.6,1,3.5,1.8,1.825,0.016,3.2,38.9
1788,금본F,2013.08.26,21.9,7.1,142,4.8,0.8,3.7,1.6,1.666,0.031,2.6,47.6
1789,금본F,2013.09.04,22.4,7.1,143,5.2,0.9,4.3,0.9,1.673,0.011,2.3,22.3
1790,금본F,2013.09.10,22.2,7.2,142,5.9,1,3.8,2.3,1.461,0.017,2.3,22.7
1791,금본F,2013.09.23,22.2,7.8,143,6,0.9,4,0.9,1.436,0.015,2.3,24.7
1792,금본F,2013.10.08,21.2,8.1,144,7.8,0.8,4.1,1.8,1.053,0.024,2.1,17
1793,금본F,2013.10.16,20.1,7.7,143,7.6,0.9,4.5,1.3,1.457,0.033,2,18.1
1794,금본F,2013.10.22,18.5,8,145,8.7,0.8,4.2,3.3,1.308,0.015,2,12.7
1795,금본F,2013.10.28,18.6,7.9,148,8.1,1.1,4.5,4.2,1.159,0.01,2.5,18.2
1796,금본F,2013.11.06,17.6,8.5,146,7.8,0.8,3.7,3.2,1.439,0.01,2,12.8
1797,금본F,2013.11.12,16.4,7.9,147,8.2,1,4.4,2,1.203,0.015,2.2,12.4
1798,금본F,2013.11.18,14.9,8,146,9,0.8,3,3.8,1.142,0.021,1.7,12.3
1799,금본F,2013.11.27,13,7.9,148,9.3,1,3.8,3.4,1.187,0.028,2.2,12.1
1800,금본F1,2011.07.05,21.1,7.5,78,10.3,0.3,4.2,1.9,2.64,0.106,2.27,1.223
1801,금본F1,2011.07.19,23.1,7.7,89,11.8,0.3,2.8,0.7,2.753,0.06,1.58,0.41
1802,금본F1,2011.07.26,21.8,7.7,62,10,0.6,3.4,2.1,1.795,0.045,1.86,1.512
1803,금본F1,2011.08.02,21.1,7.4,56,8.7,0.5,3.7,5.8,1.277,0.078,2.3,3.061
1804,금본F1,2011.08.17,22.6,7.3,76,9.9,0.4,3.3,3.3,1.591,0.088,1.7,0.517
1805,금본F1,2011.08.23,19.8,7.7,64,10.5,0.6,3.1,0.7,1.306,0.037,1.6,0.753
1806,금본F1,2011.08.30,25.4,7.9,80,9.6,0.7,3,1,1.201,0.035,1.6,0.146
1807,금본F1,2011.09.20,20.5,8.1,91,9.9,0.5,3,0.5,1.512,0.032,1.4,0.075
1808,금본F1,2011.09.27,19.1,8.2,100,10.5,0.6,2.7,0.4,1.486,0.03,1.3,0.094
1809,금본F1,2011.10.05,16.5,8.1,100,10.4,0.2,1.8,0.3,1.307,0.026,1.3,0.039
1810,금본F1,2011.10.11,16.4,8.4,100,10.4,0.2,2.3,0.4,1.312,0.029,1.3,0.035
1811,금본F1,2011.10.19,13.5,8,101,10.8,0.8,2.4,0.4,1.383,0.02,3.5,0.025
1812,금본F1,2011.10.25,12.6,8.5,100,11.7,0.2,2.7,0.4,2.241,0.03,4.7,0.222
1813,금본F1,2011.10.31,14.8,8.3,100,12,0.1,2.6,2.7,2.069,0.032,1.2,0.041
1814,금본F1,2011.11.07,16.5,6.9,87,10.3,0.5,3.9,62.3,2.382,0.102,1.7,0.415
1815,금본F1,2011.11.14,12.4,8.1,99,13.7,0.7,2,3.9,2.491,0.02,1.3,0.068
1816,금본F1,2011.11.21,9.1,7.8,107,15.6,0.6,1.9,0.3,2.367,0.022,1.1,0.048
1817,금본F1,2011.11.28,10.2,7.9,107,13.8,0.4,2.4,0.4,2.161,0.017,1.1,0.052
1818,금본F1,2011.12.05,7.4,7.9,79,14,0.2,2.4,0.5,3.124,0.011,1.2,0.479
1819,금본F1,2011.12.12,5.9,7.8,86,13,0.5,2.2,0.5,2.755,0.015,1.1,0.142
1820,금본F1,2012.01.09,0.6,7.3,97,15.2,0.5,2,0.2,2.814,0.011,3.3,0.062
1821,금본F1,2012.01.30,1,6.7,93,15.6,0.5,2.1,2.4,2.705,0.033,0.9,0.056
1822,금본F1,2012.02.06,0.5,7.8,97,14.9,0.6,1.7,0.6,2.551,0.012,0.6,0.046
1823,금본F1,2012.02.13,0.9,7.7,98,14.4,0.6,1.8,0.1,2.057,0.015,0.6,0.046
1824,금본F1,2012.02.20,2.2,8.1,99,15,0.7,2.9,0.1,2.561,0.013,0.7,0.057
1825,금본F1,2012.02.27,3.8,7.9,95,16.4,0.8,1.8,0.4,2.395,0.017,0.8,0.039
1826,금본F1,2012.03.05,4.5,8,92,13.9,0.7,3,0.8,2.193,0.018,1.1,0.143
1827,금본F1,2012.03.12,6.9,7.6,85,12.7,0.8,2.7,0.9,2.898,0.012,1.1,0.124
1828,금본F1,2012.03.19,8.8,7.8,83,12.3,0.8,2.4,0.5,2.418,0.009,1.1,0.173
1829,금본F1,2012.04.02,10.5,7.4,76,11.6,0.7,2.8,1.8,2.471,0.017,1.3,0.546
1830,금본F1,2012.04.09,15.1,7.6,82,10.6,0.6,2.7,0.7,3.083,0.057,1.3,0.285
1831,금본F1,2012.04.16,17.2,7.8,88,10.2,0.5,2.8,0.6,3.094,0.039,2.6,0.137
1832,금본F1,2012.04.23,17.7,7.5,97,10.3,0.8,3,1.6,3.089,0.038,1.7,0.682
1833,금본F1,2012.05.07,20.2,7.8,95,9.1,0.9,3.2,0.8,2.616,0.028,1.2,0.085
1834,금본F1,2012.05.17,19,7.8,109,10.1,0.8,3.1,1.5,2.542,0.02,1.3,0.063
1835,금본F1,2012.05.22,18.6,7.9,121,10.6,0.5,3.2,1.1,2.343,0.021,1.5,0.023
1836,금본F1,2012.05.29,23.3,8.1,131,11.2,0.6,2.4,2.1,2.298,0.021,1.5,0.013
1837,금본F1,2012.06.13,24.9,7.7,134,9.2,0.7,2.8,0.8,1.849,0.022,1.6,0.088
1838,금본F1,2012.06.19,26.2,7.4,135,7.9,0.7,2.6,0.6,1.658,0.021,2.3,0.023
1839,금본F1,2012.06.28,25.9,8,139,9.4,0.6,3.2,1.1,1.655,0.016,1.4,0.006
1840,금본F1,2012.07.02,25.6,8,117,9.2,1,3.3,1,1.928,0.019,2,0.093
1841,금본F1,2012.07.12,21.2,7.6,83,10,0.8,3.6,3.1,2.553,0.052,2.3,0.982
1842,금본F1,2012.07.17,19.4,7.7,92,10,0.7,3.9,1.1,2.331,0.01,2.1,0.999
1843,금본F1,2012.07.23,23.3,7.6,73,9.4,1.2,3.5,4.3,2.15,0.056,2.6,0.842
1844,금본F1,2012.08.09,26.4,8,133,8.1,1.3,3,1.7,1.448,0.021,1.7,0.016
1845,금본F1,2012.08.21,25.8,8.1,92,7.3,0.7,4.1,0.9,2.564,0.027,2,0.481
1846,금본F1,2012.09.01,22.4,7.5,69,7.5,0.7,4.3,1.7,2.054,0.087,3.3,2.004
1847,금본F1,2012.09.06,21.7,7.6,61,8.6,0.7,4.5,2.9,1.338,0.026,2.5,2.24
1848,금본F1,2012.09.13,19.7,7.9,74,6.8,0.8,3.6,1.2,1.43,0.029,2.3,0.283
1849,금본F1,2012.09.18,19,7.6,53,7.5,0.8,5,6,1.235,0.031,2.4,4.026
1850,금본F1,2012.09.27,19.6,8,71,10.4,0.6,3.4,0.6,1.645,0.025,1.5,0.367
1851,금본F1,2012.10.10,15.8,8.1,96,10.4,0.8,3.8,0.3,1.564,0.031,1.2,0.268
1852,금본F1,2012.10.15,15.6,7.9,105,10.6,1.1,3.5,1,1.628,0.06,1.2,0.061
1853,금본F1,2012.10.24,12.3,7.8,101,11.4,0.8,2.5,0.7,1.832,0.031,1.6,0.159
1854,금본F1,2012.10.30,13.2,7.7,103,11.7,0.6,2.4,0.4,1.956,0.026,1.2,0.107
1855,금본F1,2012.11.05,10.4,6.7,108,11.2,1.1,2.3,0.8,2.116,0.02,1.3,0.152
1856,금본F1,2012.11.13,9.6,7,79,10.5,0.8,2.9,1.3,1.948,0.043,2.1,0.372
1857,금본F1,2012.11.19,6.4,7.5,88,11.9,0.8,2.7,0.3,2.083,0.02,1.8,0.182
1858,금본F1,2012.11.29,5.6,7.2,98,12.5,0.7,2,0.3,1.978,0.025,0.9,0.085
1859,금본F1,2012.12.04,4.3,7.3,99,13.5,0.6,2.2,0.3,2.259,0.034,0.9,0.091
1860,금본F1,2012.12.13,1.3,7.2,97,14.1,0.6,3.4,0.4,2.301,0.021,0.8,0.085
1861,금본F1,2013.01.14,0.6,7.3,86,15,0.7,2.2,0.3,2.308,0.018,0.8,0.095
1862,금본F1,2013.01.24,3,7.3,71,13.8,0.6,2.7,1.2,2.484,0.016,1.3,1.034
1863,금본F1,2013.01.29,2.1,7.6,80,14.4,0.8,1.4,0.1,2.135,0.018,1.1,0.171
1864,금본F1,2013.02.05,2.2,7.7,74,13.6,1.1,2.5,2.7,3.969,0.039,2.2,0.547
1865,금본F1,2013.02.21,2.7,8,84,14.5,0.6,1.7,0.7,2.358,0.016,1.1,0.146
1866,금본F1,2013.02.25,2.3,7.9,60,14.5,0.6,2.1,1.7,2.061,0.017,0.9,0.138
1867,금본F1,2013.03.07,6.5,7.6,84,13.2,0.6,2.6,1.6,1.89,0.028,1.1,0.201
1868,금본F1,2013.03.12,8.9,7.7,75,12.5,0.7,2.1,0.4,2.063,0.026,0.9,0.177
1869,금본F1,2013.03.18,8.3,7.1,63,12.2,0.8,3.5,4.5,2.581,0.088,1.8,2.409
1870,금본F1,2013.03.28,10.5,7.8,80,15.4,0.5,2.1,1.1,2.369,0.025,0.9,0.195
1871,금본F1,2013.04.02,8,7.5,84,10.6,0.7,2.2,0.8,2.191,0.021,1,0.168
1872,금본F1,2013.04.08,11.4,8,69,12,0.4,4.1,2.8,1.851,0.032,1.2,0.41
1873,금본F1,2013.04.18,13.6,7.7,81,11.1,0.7,2,0.9,1.914,0.039,1,0.147
1874,금본F1,2013.04.23,10.1,7.8,71,13.8,0.6,2.8,1.8,3.763,0.173,1.4,0.28
1875,금본F1,2013.04.30,15.7,7.6,68,10.2,0.9,3.3,4,2.182,0.036,1.3,0.589
1876,금본F1,2013.05.09,16.8,7.7,83,10.4,0.6,2.4,1.1,1.826,0.023,1.1,0.161
1877,금본F1,2013.05.16,21.2,7.5,87,10.2,0.5,2.6,2.1,1.455,0.025,1.3,0.104
1878,금본F1,2013.05.23,21.7,7.4,95,11.2,0.4,2.8,0.8,2.064,0.038,1.3,0.09
1879,금본F1,2013.05.28,17.2,7.3,82,9.7,0.8,3.9,3.3,1.813,0.036,2.6,1.022
1880,금본F1,2013.06.07,24.4,7.2,107,8.1,0.6,6,5,2.193,0.008,1.5,0.067
1881,금본F1,2013.06.10,23.8,7.2,110,7.3,0.8,3.2,0.8,1.877,0.014,1.5,0.068
1882,금본F1,2013.06.20,21,7.3,89,9.6,0.9,3.4,3.2,2.895,0.025,1.8,1.083
1883,금본F1,2013.06.25,23,7.4,108,8.4,0.5,2.8,1.1,3.03,0.025,1.5,0.24
1884,금본F1,2013.07.04,21.7,7.5,97,8.9,0.8,2.5,0.1,1.883,0.042,1.7,0.333
1885,금본F1,2013.07.09,21.5,7.5,86,9.1,0.4,2.8,2,2.382,0.023,1.8,1.192
1886,금본F1,2013.07.15,23.6,7.8,98,8.6,0.8,4.6,1.3,2.598,0.093,3.6,0.338
1887,금본F1,2013.07.25,25.9,7.8,98,8.5,0.7,2.4,1.7,1.893,0.033,1.7,0.383
1888,금본F1,2013.08.06,23.1,7.3,80,8.5,0.6,2.9,2.9,2.32,0.034,2.2,1.316
1889,금본F1,2013.08.19,26.8,7.9,111,7.5,0.6,2.2,0.6,1.463,0.036,1.7,0.161
1890,금본F1,2013.08.29,22.9,7.6,100,10.2,0.1,2.4,1.1,1.533,0.029,1.3,0.279
1891,금본F1,2013.09.03,21.6,7.5,103,8.3,0.2,2.7,0.3,2.141,0.019,1.1,0.14
1892,금본F1,2013.09.09,22.2,6.8,105,9,0.7,2.3,0.9,1.11,0.027,0.9,0.055
1893,금본F1,2013.09.26,20.4,7.7,111,8.5,0.6,2.3,1,0.984,0.028,0.8,0.065
1894,금본F1,2013.10.08,18.8,7.5,104,9.1,0.7,4.5,0.9,1.426,0.046,1.1,0.256
1895,금본F1,2013.10.15,16.5,7.5,99,10.3,0.7,2.2,0.6,2.067,0.037,0.7,0.11
1896,금본F1,2013.10.21,15.2,7.6,103,9.9,0.6,1.8,2.2,2.016,0.024,0.7,0.1
1897,금본F1,2013.10.31,13.3,7.7,107,10.3,0.9,2.1,2.6,2.191,0.021,1.4,0.06
1898,금본F1,2013.11.05,12.8,7.5,110,10.6,0.7,1.2,0.6,2.232,0.07,0.8,0.059
1899,금본F1,2013.11.11,10,7.8,124,11,0.5,2,0.4,2.239,0.017,0.5,0.059
1900,금본F1,2013.11.21,6.1,7.7,121,12.9,0.6,1.4,0.6,2.219,0.02,0.7,0.057
1901,금본F1,2013.11.26,6.5,7.6,123,15.3,0.5,2.5,0.5,2.545,0.018,0.5,0.076
1902,금본F2,2011.07.05,21.8,7.9,252,10.9,0.9,4.6,17.4,3.812,0.169,2.86,2.156
1903,금본F2,2011.07.19,23.6,8,295,11.5,0.5,2.9,4.6,4.017,0.079,2.22,1.001
1904,금본F2,2011.07.26,21.5,7.6,205,10.3,1.3,3.9,21.1,2.717,0.088,2.31,3.891
1905,금본F2,2011.08.02,22.6,7.7,194,8.9,1.4,4.3,18.4,2.334,0.159,2.8,3.319
1906,금본F2,2011.08.17,23.1,8,250,9.2,0.7,3.7,9.6,3.002,0.11,2.7,1.758
1907,금본F2,2011.08.23,19.5,7.8,234,11.5,0.7,3.3,3.8,2.719,0.081,2.1,1.794
1908,금본F2,2011.08.30,24.8,8.4,299,12.1,1.1,3.2,3.5,2.587,0.051,2.6,0.603
1909,금본F2,2011.09.20,17.9,8,321,11.4,0.7,2.5,2.8,2.8,0.073,2.4,0.533
1910,금본F2,2011.09.27,17.3,8.3,417,12.4,0.4,3.1,2.3,3.078,0.071,3,0.282
1911,금본F2,2011.10.05,16.5,8.3,395,12.6,0.8,3.2,2.8,2.998,0.057,3,0.296
1912,금본F2,2011.10.11,16,8.4,415,14,0.8,2.6,2.3,3.175,0.051,3.1,0.245
1913,금본F2,2011.10.19,11.2,8,368,13.1,0.8,3,3.9,3.217,0.045,3.8,0.241
1914,금본F2,2011.10.25,11.9,8.4,321,13.8,0.8,3.3,1.8,3.5,0.065,1.5,0.318
1915,금본F2,2011.10.31,17.1,8.9,318,14,0.4,3.3,2.5,3.893,0.061,2.8,0.289
1916,금본F2,2011.11.07,18,8.1,277,11.3,1.3,4.2,9.8,3.652,0.104,3.2,0.466
1917,금본F2,2011.11.14,13.4,8.5,324,15.4,0.8,3.4,2.7,3.954,0.105,2.8,0.421
1918,금본F2,2011.11.21,9.6,8.1,327,16.2,1,2.7,3.1,4.599,0.102,2.7,0.669
1919,금본F2,2011.11.28,12.6,8.3,306,15.5,0.8,2.8,4.1,4.589,0.096,2.4,0.54
1920,금본F2,2011.12.05,8.3,8.1,279,16.7,0.7,2.9,4.6,4.566,0.077,2.1,1.039
1921,금본F2,2011.12.12,7.9,8.4,297,15,1.1,2.6,3.1,4.531,0.06,2.3,0.645
1922,금본F2,2012.01.09,3.9,7.5,294,16.2,1.2,3.3,6.5,5.124,0.106,1.1,0.531
1923,금본F2,2012.01.30,4.4,7.2,289,15.6,1.7,3.2,3.9,5.245,0.073,0.9,0.416
1924,금본F2,2012.02.06,4.2,8,313,15.2,1.3,3.2,4.9,4.433,0.036,1,0.576
1925,금본F2,2012.02.13,5.2,8.3,301,13.9,1.4,3.4,5.6,3.828,0.038,1.4,0.434
1926,금본F2,2012.02.20,6.2,8.5,296,16.8,2.1,3.9,9.9,4.729,0.044,1.4,0.394
1927,금본F2,2012.02.27,7.4,8.9,293,16.4,2.5,5.7,19.9,4.882,0.076,1.6,0.43
1928,금본F2,2012.03.05,6.6,9.2,303,14.3,1.7,4.3,7.1,3.967,0.045,1.9,0.576
1929,금본F2,2012.03.12,9,9.1,293,14.2,2,4.8,2.8,4.854,0.058,2.1,0.452
1930,금본F2,2012.03.19,10.4,9.2,304,13.8,3.1,6.5,25.6,4.36,0.12,2,0.468
1931,금본F2,2012.04.02,12,9.1,260,12,2.8,5.7,16.6,2.798,0.008,2.5,0.639
1932,금본F2,2012.04.09,18,9.6,263,13.2,6.1,9.3,51,3.875,0.156,2.8,0.443
1933,금본F2,2012.04.16,17.1,9,323,12.8,1.2,5.1,11.4,3.654,0.051,1.3,0.175
1934,금본F2,2012.04.23,17.5,7.7,237,10.5,2,6.1,20.1,3.46,0.097,2.4,0.634
1935,금본F2,2012.05.07,20.8,8.9,299,10.9,2,5.3,7.7,1.656,0.067,2.9,0.163
1936,금본F2,2012.05.17,21.2,8.8,340,12.1,2.2,5.6,12.7,2.875,0.073,4.6,0.062
1937,금본F2,2012.05.22,27.1,9.2,365,15.5,1.8,5.9,11.3,2.589,0.067,4.8,0.035
1938,금본F2,2012.05.29,25.5,9.2,409,13.5,1.5,6.1,23.5,2.387,0.08,5.1,0.039
1939,금본F2,2012.06.13,26.8,8.9,412,11.4,2.9,6.4,8.3,2.224,0.062,3.9,0.099
1940,금본F2,2012.06.19,27.6,8.7,402,10.5,1.4,6.1,7,2.252,0.049,4.5,0.061
1941,금본F2,2012.06.28,25,8.4,423,10.9,1.3,5.5,6,2.212,0.012,3.3,0.036
1942,금본F2,2012.07.02,25.3,7.9,301,9,1.4,5.7,8.1,2.174,0.021,3.6,0.195
1943,금본F2,2012.07.12,24.1,8,257,9.7,0.9,4.9,13.6,2.988,0.084,3.2,0.859
1944,금본F2,2012.07.17,21.4,7.8,294,9.9,0.8,4.8,8.9,3.812,0.057,2.8,1.44
1945,금본F2,2012.07.23,26.5,8.1,265,9.3,1,4.2,10.5,2.823,0.041,3.2,0.701
1946,금본F2,2012.08.09,24.5,8,415,12.5,1.6,5.7,7.1,1.802,0.031,3.2,0.055
1947,금본F2,2012.08.21,26.3,8,312,7.8,0.7,4.1,9,3.94,0.064,2.8,1.431
1948,금본F2,2012.09.01,23.5,7.4,225,7.5,0.7,4.7,7.3,2.857,0.077,2.5,3.933
1949,금본F2,2012.09.06,19.8,7.4,204,8.4,0.7,4.7,10.3,2.406,0.049,3.3,5.448
1950,금본F2,2012.09.13,17.9,7.7,284,6.2,0.8,4.4,3.6,3.042,0.076,1.8,1.517
1951,금본F2,2012.09.18,17.9,7.1,168,10.8,1.1,5.1,11.2,2.039,0.063,2.6,6.162
1952,금본F2,2012.09.27,17.9,8.1,320,10.7,0.6,3.9,1.9,3.56,0.043,2.2,0.705
1953,금본F2,2012.10.10,15.6,8.5,355,11.5,0.6,4.7,2.5,3.932,0.054,1.8,0.378
1954,금본F2,2012.10.15,14.9,8.7,326,11.2,1.3,4.3,3.6,4.013,0.047,1.8,0.372
1955,금본F2,2012.10.24,14.8,8.9,333,11.2,0.7,4.5,2.9,3.387,0.039,2.1,0.495
1956,금본F2,2012.10.30,13.1,8.6,327,7.2,0.7,3.5,1.9,3.703,0.036,1.8,0.453
1957,금본F2,2012.11.05,10.4,8.1,284,11.4,0.7,3.5,1.7,4.382,0.031,3,0.733
1958,금본F2,2012.11.13,8.2,8,305,10.6,0.7,2.6,1.8,3.777,0.039,2,1.072
1959,금본F2,2012.11.19,7.6,8.1,301,12.7,0.7,3.2,0.7,4.194,0.034,2.3,0.852
1960,금본F2,2012.11.29,8.4,8,324,12.3,1.1,3.5,1.5,4.365,0.03,1.4,0.98
1961,금본F2,2012.12.04,7,9,306,16.6,0.7,3.9,1.8,4.756,0.035,1.7,0.863
1962,금본F2,2012.12.13,4.2,8.9,336,16,0.7,4.3,0.9,5.124,0.029,1.5,0.879
1963,금본F2,2013.01.14,3.1,8.5,303,16,0.8,2.2,0.4,4.77,0.03,2.1,0.534
